Make;Model;Variant;Start Year;End Year;Doors;Drivetrain;Body Type;Engine Size;Aspiration;Fuel Type;Transmission Type
Proton;Waja;;2000;2011;4-door;FWD;Sedan;1.6L/1.8L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Mercedes-Benz;SL-Class;R230;2001;2011;2-door;RWD;Convertible;3.5L V6 - 6.0L V12;Naturally Aspirated/Supercharged/Twin-Turbo;Petrol;7-Speed Automatic
Opel;Combo;C Tour;2001;2011;5-door;FWD;LAV;1.3L/1.4L/1.6L/1.7L;Turbocharged/Naturally Aspirated;Diesel/Petrol/CNG;5-Speed Manual
Hyundai;Getz;;2002;2011;3-door/5-door;FWD;Hatchback;1.1L/1.3L/1.4L/1.6L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
MG;TF;135;2002;2011;2-door;RWD;Roadster;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Bentley;Continental GT;(Gen 1) W12;2003;2011;2-door;AWD;Coupe;6.0L W12;Twin-Turbo;Petrol;6-Speed Automatic
Honda;Element;;2003;2011;5-door;FWD/AWD;SUV;2.4L;Naturally Aspirated;Petrol;5-Speed Manual/4/5-Speed Automatic
Mitsubishi;Grandis;;2003;2011;5-door;FWD;MPV;2.4L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Audi;A6;C6 (Typ 4F);2004;2011;4-door;FWD/Quattro;Sedan/Avant;2.0L TFSI/2.4L V6/3.2L V6/4.2L V8;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/Multitronic/Tiptronic
BMW;1 Series;E87;2004;2011;3-door/5-door;RWD;Hatchback;1.6L/2.0L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Auto
FAW;Vela;;2004;2011;5-door;FWD;Hatchback;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Foton;SUP;;2004;2011;2-door/4-door;RWD/4WD;Pickup;2.2L/2.8L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Kia;Picanto;SA;2004;2011;5-door;FWD;Hatchback;1.0L/1.1L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Mercedes-AMG;SL-Class;SL 65 AMG;2004;2011;2-door;RWD;Roadster;6.0L;Twin-Turbocharged;Petrol;5-Speed Automatic
Mitsubishi;Endeavor;;2004;2011;5-door;FWD/AWD;SUV;3.8L;Naturally Aspirated;Petrol;4-Speed Automatic
Alfa Romeo;159;1.9/2.2 JTS;2005;2011;4-door;FWD;Sedan/Sportwagon;1.9L/2.2L;Naturally Aspirated;Petrol;6-Speed Manual/Selespeed
Daihatsu;Esse;;2005;2011;5-door;FWD/4WD;KeiCar;660cc;Naturally Aspirated;Petrol;5-Speed Manual/3/4-Speed Automatic
Hyundai;Azera;TG;2005;2011;4-door;FWD;Sedan;2.7L/3.3L/3.8L;Naturally Aspirated;Petrol;5-Speed Automatic
Kia;Rio;JB;2005;2011;4-door/5-door;FWD;Sedan/Hatchback;1.4L/1.6L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Mercedes-Benz;B-Class;W245;2005;2011;5-door;FWD;CompactMPV;1.5L/1.7L/2.0L Inline 4 Cyl;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/CVT
Mercedes-Benz;M-Class;W164;2005;2011;5-door;4WD;SUV;3.5L V6/5.0L V8/3.0L V6 Diesel;Naturally Aspirated;Petrol/Diesel;7-Speed Automatic
Proton;Savvy;;2005;2011;5-door;FWD;Hatchback;1.2L;Naturally Aspirated;Petrol;5-Speed Manual/5-Speed AMT
Volvo;XC90;V8;2005;2011;5-door;AWD;SUV;4.4L;Naturally Aspirated;Petrol;6-Speed Geartronic
Audi;S6;C6 (Typ 4F);2006;2011;4-door;Quattro;Sedan/Avant;5.2L V10;Naturally Aspirated;Petrol;6-Speed Tiptronic
Bentley;Continental GTC;(Gen 1) W12;2006;2011;2-door;AWD;Convertible;6.0L W12;Twin-Turbo;Petrol;6-Speed Automatic
Chevrolet;HHR;;2006;2011;5-door;FWD;Wagon;2.2L Inline 4 Cyl/2.4L Inline 4 Cyl;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Auto
Honda;CR-V;3rd Gen;2006;2011;5-door;FWD/AWD;SUV;2.0L/2.2L/2.4L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/5-Speed Automatic
Hyundai;Accent;MC;2006;2011;3-door/4-door;FWD;Hatchback/Sedan;1.4L/1.6L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
JMC-Landwind;CV9;;2006;2011;5-door;FWD;CompactMPV;1.6L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual
JMC-Landwind;Fengshang;;2006;2011;5-door;FWD;MPV;1.6L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Mazda;BT-50;J97M 2.5 CRDi;2006;2011;2-door/4-door;RWD/4WD;Pickup;2.5L;Turbocharged;Diesel;5-Speed Manual
Porsche;911;997 GT3 RS;2006;2011;2-door;RWD;Coupe;3.6L/3.8L/4.0L;Naturally Aspirated;Petrol;6-Speed Manual
Bentley;Continental GT;Speed;2007;2011;2-door;AWD;Coupe;6.0L W12;Twin-Turbo;Petrol;6-Speed Automatic
FAW;Senia M80;;2007;2011;5-door;RWD;CompactMPV;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;Civic;8th Gen FN2 Type R;2007;2011;3-door;FWD;Hatchback;2.0L;Naturally Aspirated;Petrol;6-Speed Manual
Mahindra;Logan;;2007;2011;4-door;FWD;Sedan;1.4L/1.6L/1.5L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual
Toyota;Camry;XV40 Hybrid Sedan;2007;2011;4-door;FWD;Sedan;2.40L;Naturally Aspirated;Hybrid;CVT
Bentley;Brooklands;Coupe;2008;2011;2-door;RWD;Coupe;6.75L V8;Twin-Turbo;Petrol;6-Speed Automatic
GAC;Changfeng;Liebao CS7;2008;2011;5-door;RWD/4WD;SUV;2.0L/2.4L;Naturally Aspirated;Petrol;5-Speed Manual
Alfa Romeo;159;1.75 TBi;2009;2011;4-door;FWD;Sedan/Sportwagon;1.75L;Turbocharged;Petrol;6-Speed Manual
Bentley;Continental;Supersports;2009;2011;2-door;AWD;Coupe;6.0L W12;Twin-Turbo;Petrol;6-Speed Automatic
GAC;Changfeng;Kylin;2009;2011;4-door;FWD;Sedan;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Abarth;695;Tributo Ferrari;2010;2011;3-door;FWD;Hatchback;1.4L;Turbocharged;Petrol;5-Speed Automated Manual
Ferrari;599 GTO;;2010;2011;2-door;RWD;Berlinetta;6.0L;Naturally Aspirated;Petrol;6-Speed F1 SuperFast
Ferrari;SA Aperta;;2010;2011;2-door;RWD;Roadster;6.0L;Naturally Aspirated;Petrol;6-Speed F1 SuperFast
GAC;Trumpchi;GS5;2011;2021;5-door;FWD/AWD;CompactSUV;1.5L/1.8L/2.0L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/5/6-Speed Automatic
Mitsubishi;Pajero Mini;;1994;2012;3-door;RWD/4WD;KeiCar;660cc;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/3/4-Speed Automatic
Tata;Safari;;1998;2012;5-door;RWD/4WD;SUV;2.0L/2.1L/2.2L/3.0L;Turbocharged;Diesel;5-Speed Manual
Citroën;Xsara Picasso;;1999;2012;5-door;FWD;CompactMPV;1.6L/1.8L/2.0L/2.0L HDi;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Auto
Range Rover;L322;Vogue;2001;2012;5-door;4WD;SUV;4.2L/4.4L/5.0L/2.9L/3.6L;Supercharged/Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6/8-Speed Automatic
Daihatsu;Copen;L880K;2002;2012;2-door;FWD;Roadster;660cc/1.3L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Fiat;Albea;;2002;2012;4-door;FWD;Sedan;1.2L/1.4L/1.6L/1.3L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Isuzu;D-Max;1st Gen (RA/RC);2002;2012;2-door/4-door;RWD/4WD;Pickup;2.5L/3.0L/3.5L;Turbocharged/Naturally Aspirated;Diesel/Petrol;5-Speed Manual/4-Speed Automatic
Fiat;Idea;;2003;2012;5-door;FWD;MiniMPV;1.2L/1.4L/1.3L/1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/Dualogic
Infiniti;FX;FX35;2003;2012;5-door;RWD/AWD;CrossoverSUV;3.5L;Naturally Aspirated;Petrol;5/7-Speed Automatic
Maserati;Quattroporte;V (M139);2003;2012;4-door;RWD;Sedan;4.2L/4.7L;Naturally Aspirated;Petrol;6-Speed DuoSelect/6-Speed Automatic
Mazda;RX-8;SE3P;2003;2012;4-door;RWD;Coupe;1.3L;Naturally Aspirated;Petrol (Rotary);5/6-Speed Manual/4/6-Speed Automatic
Honda;Legend;KB1;2004;2012;4-door;AWD;Sedan;3.5L/3.7L;Naturally Aspirated;Petrol;5-Speed Automatic
Mercedes-AMG;G-Class;G 55 AMG;2004;2012;5-door;AWD;SUV;5.4L;Supercharged;Petrol;5-Speed Automatic
Mitsubishi;Colt;CZT;2004;2012;3-door;FWD;Hatchback;1.5L;Turbocharged;Petrol;5-Speed Manual
Porsche;911;997 Carrera;2004;2012;2-door;RWD;Coupe/Cabriolet;3.6L/3.8L;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Tiptronic S/7-Speed PDK
Renault;Modus;;2004;2012;5-door;FWD;MiniMPV;1.2L/1.4L/1.6L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Volvo;S40;T5 AWD (Gen 2);2004;2012;4-door;AWD;Sedan;2.5L;Turbocharged;Petrol;6-Speed Manual/5-Speed Geartronic
Volvo;V50;T5 AWD;2004;2012;5-door;AWD;Wagon;2.5L;Turbocharged;Petrol;6-Speed Manual/5-Speed Geartronic
Citroën;C6;;2005;2012;4-door;FWD;Sedan;2.7L V6 HDi/3.0L V6;Turbocharged/Naturally Aspirated;Diesel/Petrol;6-Speed Automatic
GAC;Gonow;Troy;2005;2012;2-door/4-door;RWD/4WD;Pickup;2.2L/2.8L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Nissan;Bluebird Sylphy;G11;2005;2012;4-door;FWD;Sedan;1.5L/2.0L;Naturally Aspirated;Petrol;CVT
Nissan;Pathfinder;R51;2005;2012;4-door;RWD/4WD;SUV;2.5L/4.0L/5.6L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Automatic/6-Speed Manual
Porsche;Boxster;987;2005;2012;2-door;RWD;Roadster;2.7L/2.9L/3.2L/3.4L;Naturally Aspirated;Petrol;5/6-Speed Manual/5-Speed Tiptronic S/7-Speed PDK
Porsche;Cayman;987 S;2005;2012;2-door;RWD;Coupe;3.4L;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Tiptronic S/7-Speed PDK
SEAT;Leon;2 (1P) FR;2005;2012;5-door;FWD;Hatchback;2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed DSG
Audi;S3;8P;2006;2012;3-door/5-door;Quattro;Hatchback;2.0L TFSI;Turbocharged;Petrol;6-Speed Manual/S tronic
Ferrari;599 GTB;Fiorano;2006;2012;2-door;RWD;Berlinetta;6.0L;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed F1 SuperFast
Honda;Zest;;2006;2012;5-door;FWD/4WD;KeiCar;658cc;Naturally Aspirated/Turbocharged;Petrol;4-Speed Automatic
Hyundai;Santa Fe;CM;2006;2012;5-door;FWD/AWD;SUV;2.4L/2.7L/3.3L/3.5L/2.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/5/6-Speed Automatic
Kia;Ceed;ED;2006;2012;3-door/5-door;FWD;Hatchback/Wagon;1.4L/1.6L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4-Speed Automatic
Mazda;CX-7;ER 2.3 DISI Turbo;2006;2012;5-door;FWD/AWD;SUV;2.3L;Turbocharged;Petrol;6-Speed Automatic
Mercedes-Benz;GL-Class;X164;2006;2012;5-door;4WD;SUV;4.7L V8/5.5L V8/3.0L V6 Diesel;Naturally Aspirated;Petrol/Diesel;7-Speed Automatic
Mitsubishi;Eclipse;4G GT;2006;2012;2-door;FWD;Coupe/Spyder;2.4L/3.8L;Naturally Aspirated;Petrol;5/6-Speed Manual/4/5-Speed Automatic
Mitsubishi;Outlander;2nd Gen;2006;2012;5-door;FWD/AWD;CrossoverSUV;2.0L/2.4L/3.0L/2.0L/2.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/CVT/6-Speed TC-SST
Toyota;RAV4;XA30 Limited V6 SUV;2006;2012;5-door;AWD;SUV;3.50L;Naturally Aspirated;Petrol;5-Speed Automatic
Aston Martin;DBS V12;;2007;2012;2-door;RWD;Coupe;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Touchtronic 2
Dodge;Caliber;SXT;2007;2012;5-door;FWD/AWD;Hatchback;1.8L/2.0L/2.4L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/CVT
Dodge;Nitro;SXT;2007;2012;5-door;RWD/4WD;SUV;3.7L/4.0L;Naturally Aspirated;Petrol;6-Speed Manual/4/5-Speed Automatic
Hyundai;i30;FD;2007;2012;5-door;FWD;Hatchback/Wagon;1.4L/1.6L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4-Speed Automatic
Kia;Pro_Ceed;ED;2007;2012;3-door;FWD;Hatchback;1.4L/1.6L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4-Speed Automatic
Nissan;Altima;L32;2007;2012;2-door/4-door;FWD;Sedan/Coupe;2.5L/3.5L;Naturally Aspirated;Petrol/Hybrid;CVT/6-Speed Manual
Nissan;Sentra;B16;2007;2012;4-door;FWD;Sedan;2.0L/2.5L;Naturally Aspirated;Petrol;6-Speed Manual/CVT
Peugeot;207;GTi;2007;2012;3-door;FWD;Hatchback;1.6L;Turbocharged;Petrol;5-Speed Manual
Peugeot;4007;;2007;2012;5-door;FWD/4WD;SUV;2.2L/2.4L;Turbocharged/Naturally Aspirated;Diesel/Petrol;6-Speed Manual/6-Speed DCT
BYD;F6;;2008;2012;4-door;FWD;Sedan;2.0L/2.4L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
Ford;Kuga;Titanium;2008;2012;5-door;FWD/AWD;SUV;2.0L/2.5L;Turbocharged;Diesel/Petrol;6-Speed Manual/5-Speed Automatic
Honda;Accord;8th Gen EX-L V6;2008;2012;2-door/4-door;FWD;Coupe/Sedan;2.4L/3.5L;Naturally Aspirated;Petrol;5-Speed Manual/5/6-Speed Automatic
Jeep;Liberty;KK;2008;2012;4-door;RWD/4WD;SUV;3.7L;Naturally Aspirated;Petrol;6-Speed Manual/4-Speed Automatic
Kia;Cerato;TD;2008;2012;2-door/4-door;FWD;Sedan/Coupe;1.6L/2.0L/2.4L;Naturally Aspirated;Petrol;5/6-Speed Manual/4/6-Speed Automatic
Mazda;Mazda6;GH 2.5;2008;2012;4-door/5-door;FWD;Sedan/Hatchback/Wagon;2.5L;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Automatic
Aston Martin;DBS V12;Volante;2009;2012;2-door;RWD;Convertible;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Touchtronic 2
Aston Martin;One-77;;2009;2012;2-door;RWD;Coupe;7.3L V12;Naturally Aspirated;Petrol;6-Speed Automated Manual
FAW;Hongqi L9;;2009;2012;4-door;RWD;Limousine;6.0L;Naturally Aspirated;Petrol;6-Speed Automatic
Mahindra;Reva;i;2009;2012;2-door;RWD;Hatchback;-;Electric;Electric;1-Speed Automatic
Suzuki;Equator;;2009;2012;2-door/4-door;RWD/4WD;Pickup;2.5L/4.0L;Naturally Aspirated;Petrol;5-Speed Manual/5-Speed Automatic
Lexus;LFA;;2010;2012;2-door;RWD;Coupe;4.8L;Naturally Aspirated;Petrol;6-Speed ASG
Audi;RS 3 Sportback;8P;2011;2012;5-door;Quattro;Hatchback;2.5L I5;Turbocharged;Petrol;7-Speed S tronic
GWM;Deer;;1996;2013;2-door/4-door;RWD/4WD;Pickup;2.2L/2.3L/2.8L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Chevrolet;Avalanche;;2001;2013;4-door;RWD/4WD;SUT;5.3L V8/8.1L V8;Naturally Aspirated;Petrol;4-Speed Automatic
Audi;A3;8P;2003;2013;3-door/5-door;FWD/Quattro;Hatchback/Cabriolet;1.6L/2.0L FSI/2.0L TFSI/3.2L V6;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed DSG/S tronic
FAW;Xiali;N3;2004;2013;4-door/5-door;FWD;Sedan/Hatchback;1.0L/1.1L/1.3L/1.4L;Naturally Aspirated;Petrol;5-Speed Manual
Infiniti;QX;QX56;2004;2013;5-door;RWD/4WD;SUV;5.6L;Naturally Aspirated;Petrol;5/7-Speed Automatic
Nissan;Note;E11;2004;2013;5-door;FWD;MPV;1.4L/1.6L/1.5L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Bentley;Continental Flying Spur;;2005;2013;4-door;AWD;Sedan;6.0L W12;Twin-Turbo;Petrol;6-Speed Automatic
BMW;3 Series;E90/E91/E92/E93;2005;2013;2-door/4-door;RWD/AWD;Sedan/Touring/Coupe/Convertible;2.0L/2.5L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Auto
Range Rover;Sport;L320 HSE;2005;2013;5-door;4WD;SUV;4.2L/4.4L/5.0L/2.7L/3.0L/3.6L;Supercharged/Naturally Aspirated/Turbocharged;Petrol/Diesel;6/8-Speed Automatic
Lexus;IS;250/350;2005;2013;4-door;RWD/AWD;Sedan;2.5L/3.5L;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Automatic
BMW;X5;E70;2006;2013;5-door;AWD;SAV;3.0L Inline 6 Cyl/4.8L V8;Naturally Aspirated/Turbocharged;Petrol/Diesel;6/8-Speed Automatic
Citroën;C4 Picasso;;2006;2013;5-door;FWD;MPV;1.6L/1.8L/2.0L/1.6L HDi;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/6-Speed EGS
Kia;Carens;UN;2006;2013;5-door;FWD;CompactMPV;1.6L/2.0L/2.4L/2.7L;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Mercedes-Benz;R-Class;W251;2006;2013;5-door;RWD/4Matic;Crossover/MPV;3.5L V6/5.0L V8/3.0L V6 Diesel;Naturally Aspirated;Petrol/Diesel;7-Speed Automatic
Mini;Hatch;R56 Cooper;2006;2013;3-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Automatic
Nissan;Qashqai;J10;2006;2013;5-door;FWD/AWD;SUV;1.5L/1.6L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/6-Speed Automatic/CVT
Porsche;911;997 Turbo;2006;2013;2-door;AWD;Coupe/Cabriolet;3.6L/3.8L;Twin-Turbocharged;Petrol;6-Speed Manual/7-Speed PDK
Volvo;C30;T5;2006;2013;3-door;FWD;Hatchback;2.5L;Turbocharged;Petrol;6-Speed Manual/5-Speed Geartronic
Volvo;C70;T5 (Gen 2);2006;2013;2-door;FWD;Coupe-Convertible;2.5L;Turbocharged;Petrol;6-Speed Manual/5-Speed Geartronic
BMW;M3;E90/E92/E93;2007;2013;2-door/4-door;RWD;Sedan/Coupe/Convertible;4.0L V8;Naturally Aspirated;Petrol;6-Speed Manual/7-Speed DCT
Hyundai;i10;PA;2007;2013;5-door;FWD;Hatchback;1.1L/1.2L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Infiniti;G;G37 (V36) Sedan;2007;2013;4-door;RWD/AWD;Sedan;3.7L;Naturally Aspirated;Petrol;7-Speed Automatic/6-Speed Manual
JAC;Rein;;2007;2013;5-door;FWD/AWD;SUV;2.0L/2.4L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Nissan;X-Trail;T31;2007;2013;5-door;FWD/4WD;SUV;2.0L/2.5L;Naturally Aspirated;Petrol/Diesel;6-Speed Manual/6-Speed Automatic/CVT
Peugeot;308;GT;2007;2013;5-door;FWD;Hatchback;1.6L;Turbocharged;Petrol;6-Speed Manual
Toyota;Yaris;XP90 S Sedan;2007;2013;4-door;FWD;Sedan;1.50L;Naturally Aspirated;Petrol;4-Speed Automatic
BYD;F3DM;;2008;2013;4-door;FWD;Sedan;1.0L;Naturally Aspirated;Petrol/PHEV;CVT
GWM;Florid;;2008;2013;5-door;FWD;Hatchback;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Infiniti;EX;EX35;2008;2013;5-door;RWD/AWD;CrossoverSUV;3.5L;Naturally Aspirated;Petrol;5/7-Speed Automatic
Infiniti;EX;EX37;2008;2013;5-door;RWD/AWD;CrossoverSUV;3.7L;Naturally Aspirated;Petrol;7-Speed Automatic
Infiniti;G;G37 (V36) Coupe;2008;2013;2-door;RWD/AWD;Coupe;3.7L;Naturally Aspirated;Petrol;7-Speed Automatic/6-Speed Manual
Kia;Soul;AM;2008;2013;5-door;FWD;CompactMPV;1.6L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4/6-Speed Automatic
Lamborghini;Gallardo;LP 560-4;2008;2013;2-door;AWD;Coupe;5.2L;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed E-gear
Renault;Twingo;II Renault Sport;2008;2013;3-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;5-Speed Manual
SEAT;Exeo;;2008;2013;4-door/5-door;FWD;Sedan/Wagon;1.6L/1.8L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/CVT
Subaru;Forester;SH;2008;2013;5-door;AWD;SUV;2.0L/2.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4-Speed Automatic
Suzuki;Palette;;2008;2013;5-door;FWD/4WD;KeiCar;658cc;Naturally Aspirated/Turbocharged;Petrol;4-Speed Automatic/CVT
Aston Martin;V12 Vantage;;2009;2013;2-door;RWD;Coupe;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual
BAW;Qishi;(Based on Jeep Cherokee XJ);2009;2013;5-door;RWD/4WD;SUV;2.0L/2.2L;Naturally Aspirated;Petrol;5-Speed Manual
BAIC;Qishi;;2009;2013;5-door;RWD/4WD;SUV;2.0L/2.2L;Naturally Aspirated;Petrol;5-Speed Manual
BMW;X5 M;E70;2009;2013;5-door;AWD;SAV;4.4L V8;Twin-Turbo;Petrol;6-Speed Automatic
Infiniti;FX;FX50;2009;2013;5-door;AWD;CrossoverSUV;5.0L;Naturally Aspirated;Petrol;7-Speed Automatic
Infiniti;G;G37 Convertible;2009;2013;2-door;RWD;Convertible;3.7L;Naturally Aspirated;Petrol;7-Speed Automatic/6-Speed Manual
Mazda;Mazda3;BL 2.5;2009;2013;4-door/5-door;FWD;Sedan/Hatchback;2.5L;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Automatic
Aston Martin;Rapide;;2010;2013;4-door;RWD;Sedan;5.9L V12;Naturally Aspirated;Petrol;6-Speed Touchtronic 2
FAW;Vita V2;;2010;2013;5-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;5-Speed Manual
Lamborghini;Gallardo;LP 570-4 Superleggera;2010;2013;2-door;AWD;Coupe;5.2L;Naturally Aspirated;Petrol;6-Speed E-gear
Renault;Wind;;2010;2013;2-door;FWD;Roadster;1.2L/1.6L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual
Volkswagen;Golf;Mk6 S/Match/Bluemotion;2010;2013;3-door/5-door;FWD;Hatchback;1.2L TSI/1.4L TSI/1.6L TDI;Turbocharged;Petrol/Diesel;5/6-Speed Manual/7-Speed DSG
Volkswagen;Golf;Mk6 GTI;2010;2013;3-door/5-door;FWD;Hatchback;2.0L TSI;Turbocharged;Petrol;6-Speed Manual/6-Speed DSG
Volkswagen;Golf;Mk4 TDI;2000;2004;3-door/5-door;FWD/4Motion;Hatchback;1.9L;Turbocharged;Diesel;5/6-Speed Manual/5-Speed Tiptronic
Aston Martin;Cygnet;;2011;2013;3-door;FWD;Hatchback;1.33L Inline 4 Cyl;Naturally Aspirated;Petrol;6-Speed Manual/CVT
Infiniti;M;M37/M56 (Y51);2011;2013;4-door;RWD/AWD;Sedan;3.7L/5.6L;Naturally Aspirated;Petrol;7-Speed Automatic
Abarth;695;Edizione Maserati;2012;2013;3-door;FWD;Cabriolet;1.4L;Turbocharged;Petrol;5-Speed Automated Manual
Infiniti;JX;JX35;2013;2013;5-door;FWD/AWD;CrossoverSUV;3.5L;Naturally Aspirated;Petrol;CVT
Peugeot;807;;2002;2014;5-door;FWD;MPV;2.0L/2.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4/6-Speed Automatic
Renault;Espace;IV;2002;2014;5-door;FWD;MPV;2.0L/3.5L;Turbocharged/Naturally Aspirated;Petrol/Diesel;6-Speed Manual/5/6-Speed Automatic
Volvo;XC90;T6;2002;2014;5-door;AWD;SUV;2.9L;Twin-Turbocharged;Petrol;4-Speed Geartronic
Chery;Oriental Son (Eastar);;2003;2014;4-door;FWD;Sedan;1.8L/2.0L/2.4L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
Mercedes-AMG;CL-Class;CL 65 AMG;2003;2014;2-door;RWD;Coupe;6.0L;Twin-Turbocharged;Petrol;5/7-Speed Automatic
Citroën;C1;;2005;2014;3-door/5-door;FWD;Hatchback;1.0L;Naturally Aspirated;Petrol;5-Speed Manual/SensoDrive
Fiat;Sedici;;2005;2014;5-door;FWD/4WD;MiniSUV;1.6L/1.9L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4-Speed Automatic
Opel;Zafira B;;2005;2014;5-door;FWD;CompactMPV;1.6L-2.2L/1.7L-1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4/6-Speed Automatic
Peugeot;107;Urban;2005;2014;3-door/5-door;FWD;Hatchback;1.0L;Naturally Aspirated;Petrol;5-Speed Manual
Subaru;Tribeca;;2005;2014;5-door;AWD;SUV;3.0L/3.6L;Naturally Aspirated;Petrol;5-Speed Automatic
Audi;TT;Mk2 (Typ 8J);2006;2014;2-door;FWD/Quattro;Coupe/Roadster;1.8L TFSI/2.0L TFSI/3.2L V6;Turbocharged/Naturally Aspirated;Petrol;6-Speed Manual/6-Speed S tronic
Ford;S-Max;Titanium;2006;2014;5-door;FWD;MPV;1.8L/2.0L/2.2L/2.5L;Turbocharged/Naturally Aspirated;Diesel/Petrol;5/6-Speed Manual/6-Speed Automatic
Jaguar;XK;X150;2006;2014;2-door;RWD;Coupe/Convertible;4.2L/5.0L;Naturally Aspirated;Petrol;6-Speed Automatic
